StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,faculty
743,8.3,1,3,2,86,4.8,Yes,Yes,66,88,Placed,Business Administration
744,6.7,1,1,0,78,3.1,No,Yes,74,58,NotPlaced,Computer Science
745,8.4,1,1,2,81,3.9,Yes,Yes,64,84,Placed,Mechanical Engineering
746,8.2,2,2,1,74,4.5,No,Yes,65,84,NotPlaced,Civil Engineering
747,7.9,1,1,1,65,4.3,No,No,57,80,NotPlaced,Computer Science
748,8.3,1,1,2,81,4.6,Yes,No,59,85,NotPlaced,Electrical Engineering
749,8.6,2,2,2,84,4.0,Yes,Yes,72,84,NotPlaced,Civil Engineering
750,7.5,1,1,0,72,4.1,No,Yes,55,63,NotPlaced,Computer Science
751,8.1,1,2,3,86,4.5,Yes,Yes,88,70,Placed,Computer Science
752,8.2,2,3,1,79,4.8,Yes,Yes,79,86,Placed,Computer Science
753,8.4,2,1,2,77,4.5,Yes,Yes,71,72,NotPlaced,Civil Engineering
754,6.9,1,2,1,73,4.5,No,No,60,65,NotPlaced,Civil Engineering
755,6.8,1,1,0,67,4.3,Yes,No,84,61,NotPlaced,Mechanical Engineering
756,7.8,1,2,3,87,4.4,Yes,Yes,75,84,NotPlaced,Computer Science
757,8.1,1,3,1,89,4.7,Yes,Yes,78,85,Placed,Computer Science
758,7.7,0,1,1,76,3.9,No,No,58,66,NotPlaced,Civil Engineering
759,7.6,0,1,0,66,3.5,No,No,55,67,NotPlaced,Civil Engineering
760,8.6,1,2,0,74,4.4,No,No,55,66,Placed,Mechanical Engineering
761,7.5,1,1,0,79,3.7,No,No,55,58,NotPlaced,Business Administration
762,8.3,0,1,1,72,3.5,No,No,60,71,NotPlaced,Computer Science
763,7.7,1,1,0,70,3.9,No,Yes,55,67,NotPlaced,Computer Science
764,7.6,1,1,0,70,3.5,No,No,63,62,NotPlaced,Computer Science
765,7.5,1,3,0,80,4.0,Yes,Yes,60,62,NotPlaced,Civil Engineering
766,8.1,2,3,2,90,4.8,Yes,Yes,86,85,Placed,Mechanical Engineering
767,7.8,1,3,2,81,4.2,Yes,Yes,70,65,Placed,Electrical Engineering
768,8.4,1,3,1,79,4.4,Yes,Yes,78,82,Placed,Computer Science
769,8.0,2,3,2,90,4.8,Yes,Yes,87,88,Placed,Business Administration
770,8.1,2,3,2,90,4.8,Yes,Yes,70,81,Placed,Civil Engineering
771,7.6,2,3,2,84,4.6,Yes,Yes,72,85,Placed,Mechanical Engineering
772,6.8,0,3,1,82,4.2,Yes,Yes,74,72,NotPlaced,Business Administration
773,7.3,1,2,2,73,4.7,Yes,Yes,75,72,NotPlaced,Electrical Engineering
774,6.6,0,1,1,63,3.8,No,No,61,68,NotPlaced,Business Administration
775,6.6,1,1,0,72,3.9,No,Yes,60,69,NotPlaced,Mechanical Engineering
776,8.4,1,2,0,71,4.5,Yes,Yes,68,81,Placed,Business Administration
777,8.1,0,3,2,90,4.2,Yes,Yes,69,88,Placed,Computer Science
778,8.1,2,3,2,90,4.8,Yes,Yes,84,86,Placed,Civil Engineering
779,7.5,2,2,0,79,4.5,Yes,Yes,82,82,Placed,Computer Science
780,7.7,1,3,0,79,4.8,No,Yes,75,69,NotPlaced,Computer Science
781,8.4,0,1,0,90,4.6,Yes,Yes,84,78,Placed,Mechanical Engineering
782,7.5,0,2,0,82,4.8,Yes,Yes,68,64,Placed,Business Administration
783,7.8,0,1,1,69,4.2,No,No,57,71,NotPlaced,Computer Science
784,8.4,2,3,1,89,4.6,Yes,Yes,74,70,NotPlaced,Computer Science
785,6.6,1,1,1,69,4.6,No,No,55,79,NotPlaced,Computer Science
786,8.3,2,3,1,86,4.7,No,No,81,84,NotPlaced,Computer Science
787,7.4,1,1,1,67,4.5,No,No,55,67,NotPlaced,Computer Science
788,8.2,1,3,2,87,4.7,Yes,Yes,73,86,Placed,Mechanical Engineering
789,6.5,1,1,1,78,4.0,No,No,65,65,NotPlaced,Computer Science
790,7.6,1,2,1,82,4.7,No,Yes,64,65,NotPlaced,Mechanical Engineering
791,8.3,1,3,3,86,4.8,Yes,Yes,81,86,Placed,Mechanical Engineering
792,6.5,0,1,0,72,3.6,No,No,60,59,NotPlaced,Civil Engineering
793,6.5,1,1,0,76,3.9,No,Yes,57,76,NotPlaced,Computer Science
794,6.5,1,2,0,77,4.6,No,Yes,64,70,NotPlaced,Civil Engineering
795,8.4,1,3,2,68,3.6,Yes,Yes,72,61,Placed,Biotechnology
796,8.6,1,3,0,81,4.8,Yes,Yes,79,71,Placed,Computer Science
797,8.3,1,3,2,82,4.6,Yes,No,80,81,NotPlaced,Business Administration
798,8.4,1,2,2,75,4.1,Yes,Yes,55,73,NotPlaced,Computer Science
799,7.6,0,1,0,65,4.1,No,No,55,68,NotPlaced,Business Administration
800,8.3,2,3,2,90,4.8,Yes,Yes,77,85,Placed,Computer Science
801,7.7,0,1,2,76,4.6,No,Yes,84,63,NotPlaced,Computer Science
802,6.5,0,1,1,71,4.4,Yes,Yes,55,75,NotPlaced,Mechanical Engineering
803,7.6,1,1,0,70,4.0,No,Yes,55,57,NotPlaced,Business Administration
804,7.7,1,1,0,79,3.9,No,Yes,55,72,NotPlaced,Computer Science
805,8.2,1,3,2,71,4.8,Yes,Yes,73,70,NotPlaced,Business Administration
806,7.6,1,2,1,89,4.5,No,No,60,64,NotPlaced,Biotechnology
807,7.3,1,3,2,83,4.7,Yes,Yes,70,84,Placed,Biotechnology
808,8.3,2,2,1,81,4.3,Yes,Yes,73,72,NotPlaced,Mechanical Engineering
809,8.4,1,3,2,90,4.7,Yes,Yes,79,88,Placed,Biotechnology
810,7.5,1,1,1,80,3.8,No,No,58,67,NotPlaced,Computer Science
811,7.7,1,2,0,78,4.4,Yes,Yes,80,83,NotPlaced,Mechanical Engineering
812,7.6,1,1,0,79,3.9,No,No,57,62,NotPlaced,Civil Engineering
813,7.1,1,2,0,70,4.0,No,No,57,72,NotPlaced,Computer Science
814,7.9,1,1,1,86,4.3,No,Yes,55,70,NotPlaced,Biotechnology
815,6.6,0,1,1,72,4.1,No,Yes,64,70,NotPlaced,Electrical Engineering
816,8.2,2,2,1,90,4.8,No,Yes,72,62,Placed,Civil Engineering
817,7.4,1,2,2,85,3.5,Yes,Yes,57,68,Placed,Computer Science
818,8.4,1,3,2,78,4.8,Yes,No,85,81,NotPlaced,Civil Engineering
819,6.8,0,3,2,76,3.9,Yes,Yes,85,73,NotPlaced,Computer Science
820,7.7,1,2,2,90,4.8,No,No,62,86,NotPlaced,Business Administration
821,7.9,1,2,1,82,4.5,Yes,Yes,67,63,NotPlaced,Mechanical Engineering
822,8.1,1,3,1,88,4.4,No,Yes,77,87,Placed,Mechanical Engineering
823,8.4,2,3,2,90,4.5,Yes,Yes,85,86,Placed,Biotechnology
824,7.3,0,2,1,74,3.7,No,No,58,68,NotPlaced,Mechanical Engineering
825,8.2,2,3,2,87,4.8,Yes,Yes,75,72,Placed,Electrical Engineering
826,7.6,1,1,1,68,4.2,No,No,56,67,NotPlaced,Computer Science
827,6.7,1,3,1,88,4.3,Yes,No,87,67,NotPlaced,Electrical Engineering
828,7.1,0,2,0,80,3.8,No,Yes,57,70,NotPlaced,Computer Science
829,8.3,1,3,3,90,4.8,Yes,Yes,80,81,Placed,Biotechnology
830,7.4,0,1,1,69,3.5,No,No,69,63,NotPlaced,Computer Science
831,8.6,0,3,2,88,4.8,Yes,Yes,85,83,Placed,Computer Science
832,6.7,1,2,1,60,4.1,No,No,55,70,NotPlaced,Computer Science
833,8.0,1,2,0,87,4.4,Yes,Yes,87,82,Placed,Electrical Engineering
834,6.5,1,1,1,67,4.3,No,No,55,67,NotPlaced,Mechanical Engineering
835,7.1,0,1,1,71,4.0,No,Yes,56,64,NotPlaced,Business Administration
836,6.7,0,1,0,83,4.4,No,No,62,68,NotPlaced,Computer Science
837,6.5,0,1,1,63,3.7,No,No,58,66,NotPlaced,Biotechnology
838,7.7,1,1,2,85,4.7,Yes,Yes,80,82,NotPlaced,Computer Science
839,6.5,1,2,0,69,3.4,No,No,56,71,NotPlaced,Computer Science
840,6.5,1,2,0,67,4.4,No,No,72,68,NotPlaced,Electrical Engineering
841,7.7,0,1,1,65,4.0,No,No,57,66,NotPlaced,Business Administration
842,8.0,2,3,2,90,4.7,Yes,Yes,70,87,Placed,Biotechnology
843,6.5,1,1,0,70,4.8,Yes,Yes,79,62,Placed,Mechanical Engineering
844,7.1,1,1,1,72,4.3,No,Yes,55,65,NotPlaced,Business Administration
845,7.4,0,2,0,88,3.6,No,No,75,68,NotPlaced,Computer Science
846,8.0,1,1,2,85,4.5,Yes,Yes,63,69,Placed,Business Administration
847,6.5,1,1,1,75,3.9,No,No,58,66,NotPlaced,Computer Science
848,7.5,2,1,2,79,3.9,Yes,Yes,68,82,NotPlaced,Civil Engineering
849,8.9,1,2,0,77,4.5,Yes,Yes,71,86,NotPlaced,Biotechnology
850,8.3,2,1,0,86,4.8,Yes,No,74,86,NotPlaced,Computer Science
851,8.4,1,3,2,90,4.8,Yes,Yes,70,84,NotPlaced,Computer Science
852,6.6,0,2,1,70,3.2,No,Yes,62,58,NotPlaced,Civil Engineering
853,6.6,1,1,1,75,3.6,No,No,61,72,Placed,Civil Engineering
854,8.1,2,3,1,75,3.7,Yes,Yes,86,66,Placed,Biotechnology
855,6.5,2,3,2,81,3.5,Yes,No,82,68,Placed,Computer Science
856,7.6,0,1,1,85,4.1,No,Yes,56,68,Placed,Civil Engineering
857,6.5,1,2,0,79,4.6,Yes,No,71,75,Placed,Business Administration
858,6.5,0,3,2,90,4.8,Yes,Yes,82,86,Placed,Computer Science
859,8.6,2,3,2,90,4.8,Yes,Yes,79,82,Placed,Business Administration
860,6.5,1,2,0,84,4.3,No,Yes,80,69,NotPlaced,Biotechnology
861,8.0,1,1,0,84,3.9,Yes,No,55,66,NotPlaced,Electrical Engineering
862,7.6,0,1,1,84,4.3,No,No,55,68,NotPlaced,Civil Engineering
863,7.4,0,1,1,65,4.7,No,No,55,58,NotPlaced,Biotechnology
864,8.4,2,3,0,75,4.8,No,No,64,81,Placed,Biotechnology
865,8.4,1,3,0,77,4.7,Yes,Yes,79,84,Placed,Mechanical Engineering
866,7.5,1,2,1,69,3.8,No,Yes,57,69,NotPlaced,Computer Science
867,6.5,1,1,0,75,4.7,No,Yes,56,69,Placed,Computer Science
868,8.2,2,3,1,70,3.8,No,No,73,65,NotPlaced,Computer Science
869,7.4,1,2,1,67,4.2,No,Yes,58,64,NotPlaced,Computer Science
870,8.4,1,3,2,88,4.8,Yes,Yes,80,85,Placed,Business Administration
871,7.2,1,1,1,69,4.3,No,No,58,62,NotPlaced,Computer Science
872,7.5,1,1,0,74,4.2,No,No,62,68,NotPlaced,Business Administration
873,6.5,1,2,0,71,4.3,No,Yes,55,70,NotPlaced,Business Administration
874,8.6,2,3,2,90,4.8,Yes,Yes,84,85,Placed,Mechanical Engineering
875,6.5,1,1,2,71,4.1,Yes,Yes,64,85,NotPlaced,Civil Engineering
876,7.7,1,1,1,71,4.3,Yes,No,57,71,NotPlaced,Computer Science
877,8.7,1,3,2,90,4.8,Yes,Yes,76,85,Placed,Civil Engineering
878,6.5,0,1,0,65,3.5,No,Yes,55,71,NotPlaced,Computer Science
879,8.1,1,3,1,90,4.8,Yes,Yes,74,80,Placed,Mechanical Engineering
880,7.6,1,2,1,68,4.5,No,Yes,80,66,NotPlaced,Electrical Engineering
881,8.7,2,3,1,77,4.3,Yes,Yes,72,67,NotPlaced,Civil Engineering
882,7.7,0,1,1,71,4.0,No,No,55,62,NotPlaced,Mechanical Engineering
883,8.7,1,3,2,88,4.8,Yes,Yes,83,86,Placed,Electrical Engineering
884,7.1,1,2,0,77,3.7,Yes,Yes,71,69,Placed,Electrical Engineering
885,6.6,1,2,1,74,3.7,No,No,55,66,NotPlaced,Computer Science
886,6.5,0,2,0,78,4.5,No,Yes,55,68,Placed,Computer Science
887,7.6,1,2,0,60,3.9,No,No,55,63,NotPlaced,Computer Science
888,7.4,1,1,1,81,3.8,No,Yes,55,84,NotPlaced,Computer Science
889,8.0,1,1,0,83,4.7,No,Yes,60,87,Placed,Computer Science
890,7.6,1,3,1,83,4.8,No,No,82,68,Placed,Computer Science
891,8.3,2,3,2,90,4.7,Yes,Yes,76,88,Placed,Civil Engineering
892,7.0,0,1,0,82,4.4,Yes,No,55,73,NotPlaced,Computer Science
893,7.9,1,1,2,74,4.8,Yes,No,80,79,NotPlaced,Business Administration
894,6.5,0,3,1,67,3.5,Yes,Yes,86,72,Placed,Mechanical Engineering
895,7.6,1,1,0,74,4.0,No,Yes,60,68,NotPlaced,Computer Science
896,7.4,1,1,1,68,4.7,No,Yes,55,66,NotPlaced,Computer Science
897,7.1,1,2,0,84,4.6,No,Yes,71,61,Placed,Computer Science
898,6.5,1,1,0,68,4.1,No,Yes,55,64,NotPlaced,Mechanical Engineering
899,8.5,1,3,1,77,4.7,Yes,Yes,65,85,NotPlaced,Biotechnology
900,8.4,0,3,2,89,4.1,Yes,Yes,70,84,Placed,Computer Science
901,8.6,2,3,3,87,4.7,Yes,Yes,70,86,Placed,Computer Science
902,8.0,1,2,1,81,4.4,Yes,Yes,83,84,Placed,Electrical Engineering
903,8.0,1,1,1,77,3.7,Yes,Yes,73,69,NotPlaced,Computer Science
904,8.5,2,2,0,86,4.3,Yes,Yes,80,86,Placed,Biotechnology
905,8.2,0,3,0,71,4.7,Yes,Yes,76,88,Placed,Civil Engineering
906,7.6,0,1,1,81,4.3,Yes,No,74,67,NotPlaced,Mechanical Engineering
907,8.3,2,3,0,79,4.5,Yes,No,59,85,NotPlaced,Electrical Engineering
908,6.8,1,2,2,82,3.9,Yes,Yes,61,66,Placed,Mechanical Engineering
909,7.8,2,3,1,86,4.4,Yes,Yes,76,80,NotPlaced,Computer Science
910,8.6,1,3,1,87,4.6,Yes,Yes,77,74,Placed,Computer Science
911,7.8,2,3,0,82,4.3,Yes,Yes,72,88,Placed,Civil Engineering
912,8.2,1,3,2,75,4.5,Yes,Yes,80,63,NotPlaced,Computer Science
913,8.3,0,3,2,84,4.3,No,No,81,82,NotPlaced,Biotechnology
914,7.6,1,3,0,80,4.3,Yes,Yes,84,67,NotPlaced,Computer Science
915,7.6,1,1,0,81,4.5,No,No,62,67,NotPlaced,Biotechnology
916,6.5,1,1,0,78,3.5,No,Yes,58,73,NotPlaced,Civil Engineering
917,6.5,1,1,1,64,4.0,No,Yes,55,66,NotPlaced,Computer Science
918,7.5,2,2,0,89,4.8,Yes,Yes,72,79,Placed,Computer Science
919,7.4,2,1,0,77,4.3,No,No,66,74,Placed,Mechanical Engineering
920,7.8,0,3,0,69,4.2,Yes,Yes,73,71,Placed,Civil Engineering
921,7.7,1,2,1,66,3.4,No,Yes,60,80,NotPlaced,Mechanical Engineering
922,7.7,2,1,1,90,4.5,Yes,Yes,56,73,Placed,Computer Science
923,8.2,1,1,0,76,4.7,Yes,Yes,75,84,NotPlaced,Computer Science
924,7.2,1,1,0,78,4.2,No,No,65,74,NotPlaced,Computer Science
925,7.5,0,1,2,89,4.0,No,Yes,66,63,NotPlaced,Electrical Engineering
926,7.5,0,1,0,66,3.5,No,No,60,73,NotPlaced,Mechanical Engineering
927,7.3,0,1,1,74,4.1,No,No,64,72,NotPlaced,Electrical Engineering
928,7.1,1,2,0,85,4.2,Yes,Yes,73,84,Placed,Mechanical Engineering
929,8.0,2,3,3,80,4.8,Yes,Yes,78,86,NotPlaced,Mechanical Engineering
930,7.7,0,1,0,69,3.9,No,Yes,56,62,NotPlaced,Computer Science
931,7.5,2,3,1,86,4.4,Yes,Yes,71,80,Placed,Business Administration
932,7.7,0,1,0,76,3.4,No,No,55,65,NotPlaced,Computer Science
933,7.5,1,1,0,70,4.3,No,Yes,55,71,NotPlaced,Civil Engineering
934,7.9,1,3,2,81,4.8,No,Yes,74,80,Placed,Mechanical Engineering
935,6.6,1,1,1,70,4.6,No,Yes,55,66,Placed,Mechanical Engineering
936,6.5,0,1,0,75,4.1,No,Yes,83,67,NotPlaced,Civil Engineering
937,8.4,2,3,3,87,4.8,No,Yes,72,70,Placed,Computer Science
938,8.4,2,3,2,90,4.8,Yes,Yes,71,87,NotPlaced,Business Administration
939,7.3,1,1,0,65,4.0,No,Yes,63,70,NotPlaced,Electrical Engineering
940,7.6,1,2,0,66,3.8,Yes,No,55,68,NotPlaced,Mechanical Engineering
941,8.2,1,3,2,90,4.6,Yes,Yes,86,85,Placed,Business Administration
942,8.3,1,3,0,75,3.9,Yes,Yes,76,81,Placed,Business Administration
943,6.5,2,3,0,82,4.3,No,Yes,56,70,NotPlaced,Electrical Engineering
944,8.3,1,2,2,71,4.5,Yes,Yes,56,67,Placed,Mechanical Engineering
945,7.2,0,2,2,90,4.8,Yes,Yes,82,75,Placed,Biotechnology
946,7.7,0,1,0,67,3.5,No,No,55,61,NotPlaced,Mechanical Engineering
947,7.8,0,2,1,66,3.6,No,Yes,85,66,NotPlaced,Computer Science
948,8.4,2,3,2,90,4.8,No,Yes,70,85,Placed,Computer Science
949,8.1,1,2,0,88,4.6,Yes,Yes,82,86,Placed,Computer Science
950,8.0,0,3,0,88,4.6,Yes,Yes,84,70,Placed,Computer Science
951,8.3,1,1,1,64,4.1,No,No,55,71,NotPlaced,Computer Science
952,6.7,1,2,1,78,4.4,No,No,60,88,NotPlaced,Business Administration
953,6.6,1,2,0,71,3.8,Yes,Yes,56,86,NotPlaced,Electrical Engineering
954,7.6,0,1,1,65,4.1,No,No,55,62,NotPlaced,Biotechnology
955,7.5,1,1,0,70,3.9,No,No,56,75,NotPlaced,Mechanical Engineering
956,6.5,1,1,0,82,3.9,No,Yes,55,60,NotPlaced,Business Administration
957,8.3,1,2,2,82,4.6,Yes,Yes,83,87,Placed,Computer Science
958,6.5,0,2,1,69,4.7,Yes,Yes,72,72,NotPlaced,Biotechnology
959,7.9,2,3,2,87,4.5,No,Yes,74,67,NotPlaced,Mechanical Engineering
960,6.6,1,3,0,81,4.4,No,Yes,76,65,NotPlaced,Computer Science
961,8.1,2,3,2,90,4.7,Yes,Yes,78,82,Placed,Mechanical Engineering
962,7.3,1,1,1,83,3.9,Yes,No,67,70,NotPlaced,Mechanical Engineering
963,6.6,0,1,1,67,4.5,No,No,65,71,NotPlaced,Computer Science
964,7.6,1,1,0,81,3.8,No,Yes,59,60,NotPlaced,Computer Science
965,6.5,1,1,1,62,3.4,No,Yes,69,70,NotPlaced,Computer Science
966,7.5,0,1,0,71,4.1,No,No,60,72,NotPlaced,Computer Science
967,7.4,1,1,1,63,4.2,No,Yes,55,68,NotPlaced,Computer Science
968,6.5,1,2,0,66,4.0,No,No,57,71,NotPlaced,Computer Science
969,7.6,1,2,0,73,4.0,Yes,Yes,75,64,NotPlaced,Computer Science
970,6.8,1,1,1,78,4.1,No,No,73,72,NotPlaced,Computer Science
971,8.8,2,3,2,90,4.8,Yes,Yes,80,80,Placed,Electrical Engineering
972,6.7,1,2,0,77,4.4,No,Yes,58,65,NotPlaced,Computer Science
973,7.3,1,1,2,66,4.6,No,Yes,55,70,Placed,Biotechnology
974,7.6,1,2,1,81,4.0,No,Yes,55,61,NotPlaced,Computer Science
975,7.7,1,2,1,69,4.1,No,Yes,78,63,NotPlaced,Mechanical Engineering
976,8.0,2,2,2,83,4.5,Yes,Yes,72,88,NotPlaced,Civil Engineering
977,7.9,0,1,2,86,4.3,No,Yes,61,63,Placed,Business Administration
978,8.4,1,3,0,73,4.6,Yes,Yes,86,83,NotPlaced,Business Administration
979,7.5,1,1,0,69,4.3,No,No,62,62,NotPlaced,Computer Science
980,6.6,1,2,0,88,4.0,No,No,78,67,NotPlaced,Computer Science
981,8.3,2,3,2,90,4.8,Yes,Yes,80,88,Placed,Business Administration
982,7.4,2,3,2,71,4.8,Yes,Yes,85,75,Placed,Computer Science
983,6.8,1,2,0,79,3.4,No,Yes,76,63,NotPlaced,Business Administration
984,8.4,1,3,2,90,4.8,Yes,Yes,80,78,Placed,Business Administration
985,8.3,1,1,2,88,4.1,Yes,No,70,80,Placed,Computer Science
986,7.9,2,1,2,89,4.8,Yes,No,78,77,NotPlaced,Mechanical Engineering
987,7.5,1,1,0,66,3.8,No,No,58,63,NotPlaced,Computer Science
988,8.2,2,1,1,69,4.5,Yes,No,83,79,NotPlaced,Business Administration
989,6.9,1,2,0,85,4.8,Yes,Yes,73,87,Placed,Computer Science
990,6.7,0,1,0,71,4.3,No,No,67,60,NotPlaced,Computer Science
991,7.6,0,3,2,85,3.7,Yes,Yes,80,83,NotPlaced,Computer Science
992,7.9,1,2,2,76,4.5,Yes,Yes,55,58,NotPlaced,Mechanical Engineering
993,7.8,1,1,2,82,4.3,Yes,Yes,59,65,Placed,Electrical Engineering
994,8.1,2,3,2,78,4.5,No,Yes,57,68,Placed,Computer Science
995,8.6,2,3,0,89,4.8,Yes,Yes,83,85,Placed,Computer Science
996,7.7,1,2,1,76,4.7,Yes,Yes,73,88,NotPlaced,Mechanical Engineering
997,8.2,2,3,2,90,4.8,Yes,Yes,87,88,Placed,Business Administration
998,8.0,1,2,2,89,4.5,Yes,Yes,81,81,Placed,Civil Engineering
999,7.4,1,2,0,78,4.6,No,No,78,65,NotPlaced,Computer Science
1000,7.6,1,2,0,60,4.1,No,Yes,57,65,NotPlaced,Civil Engineering
1001,7.8,0,2,0,70,4.3,No,No,55,68,NotPlaced,Computer Science
1002,7.6,1,2,1,78,4.3,No,Yes,60,71,NotPlaced,Civil Engineering
1003,8.1,2,2,1,88,4.8,Yes,Yes,88,67,NotPlaced,Business Administration
1004,8.1,0,1,0,85,4.5,Yes,Yes,79,82,Placed,Mechanical Engineering
1005,8.6,1,1,2,75,4.5,Yes,Yes,68,82,NotPlaced,Business Administration
1006,7.8,1,2,2,76,4.0,No,Yes,73,58,NotPlaced,Electrical Engineering
1007,8.3,0,3,2,75,3.8,Yes,Yes,83,85,Placed,Mechanical Engineering
1008,7.3,1,1,1,76,4.1,No,Yes,80,68,NotPlaced,Computer Science
1009,7.1,0,1,0,68,3.6,No,Yes,73,72,Placed,Biotechnology
1010,8.2,2,3,2,90,4.6,Yes,No,72,85,NotPlaced,Mechanical Engineering
1011,7.5,1,1,0,81,4.5,No,Yes,58,76,Placed,Computer Science
1012,8.4,1,1,1,70,4.8,Yes,No,67,84,NotPlaced,Computer Science
1013,6.8,1,2,1,81,4.0,Yes,Yes,56,82,NotPlaced,Computer Science
1014,8.7,2,3,2,90,4.8,Yes,Yes,76,85,Placed,Mechanical Engineering
1015,8.0,2,2,2,83,3.3,Yes,Yes,65,69,NotPlaced,Business Administration
1016,8.6,1,3,1,83,4.7,Yes,Yes,81,87,Placed,Computer Science
1017,8.1,2,3,3,76,4.5,Yes,Yes,69,67,NotPlaced,Business Administration
1018,6.5,1,1,0,70,4.2,No,No,55,59,NotPlaced,Civil Engineering
1019,8.4,0,3,0,84,4.8,Yes,Yes,77,84,Placed,Electrical Engineering
1020,8.3,0,3,2,78,4.3,Yes,No,77,87,NotPlaced,Computer Science
1021,7.8,2,2,2,81,4.8,Yes,Yes,74,88,Placed,Computer Science
1022,7.5,1,2,1,79,4.6,No,Yes,65,71,NotPlaced,Computer Science
1023,8.3,2,3,2,90,4.8,Yes,Yes,81,87,Placed,Computer Science
1024,7.4,1,1,0,64,4.7,Yes,Yes,55,72,NotPlaced,Computer Science
1025,8.1,1,1,1,72,4.6,Yes,No,61,63,NotPlaced,Computer Science
1026,7.9,2,3,2,85,4.7,Yes,Yes,85,84,Placed,Biotechnology
1027,7.8,1,3,2,87,4.3,Yes,Yes,73,72,Placed,Computer Science
1028,7.0,1,1,2,81,4.8,Yes,No,72,82,NotPlaced,Computer Science
1029,8.3,1,1,0,80,4.4,No,No,71,62,NotPlaced,Biotechnology
1030,6.9,1,1,0,70,4.6,Yes,Yes,65,82,Placed,Business Administration
1031,8.2,1,2,0,83,4.8,Yes,No,65,71,Placed,Biotechnology
1032,7.9,1,1,0,81,4.6,Yes,No,61,68,Placed,Electrical Engineering
1033,7.8,2,3,1,73,4.3,Yes,Yes,82,82,Placed,Computer Science
1034,7.7,1,2,1,85,4.6,Yes,Yes,76,83,Placed,Computer Science
1035,8.5,2,2,2,80,4.8,Yes,Yes,75,88,Placed,Computer Science
1036,7.7,1,2,0,71,4.5,Yes,Yes,71,68,NotPlaced,Biotechnology
1037,8.3,2,3,2,87,4.8,Yes,Yes,82,84,Placed,Business Administration
1038,8.4,1,3,2,89,4.2,Yes,Yes,76,83,Placed,Civil Engineering
1039,7.5,1,1,1,71,4.0,No,Yes,55,60,NotPlaced,Electrical Engineering
1040,7.4,1,2,3,71,4.8,Yes,Yes,85,71,NotPlaced,Computer Science
1041,8.2,2,1,0,74,4.5,Yes,Yes,77,67,NotPlaced,Business Administration
1042,7.9,1,2,2,88,4.8,Yes,Yes,70,84,Placed,Computer Science
1043,8.3,2,3,2,90,4.8,Yes,Yes,72,84,NotPlaced,Computer Science
1044,6.5,0,1,0,75,4.5,No,No,58,84,NotPlaced,Computer Science
1045,7.6,1,2,0,76,3.8,Yes,Yes,55,73,Placed,Civil Engineering
1046,8.1,2,3,3,90,4.7,Yes,Yes,64,83,Placed,Computer Science
1047,7.7,2,3,0,87,4.4,Yes,Yes,78,82,NotPlaced,Mechanical Engineering
1048,8.3,1,1,1,71,4.8,Yes,Yes,78,83,NotPlaced,Computer Science
1049,7.7,1,1,1,71,4.2,No,Yes,55,72,NotPlaced,Civil Engineering
1050,8.5,1,3,2,88,4.2,Yes,Yes,87,88,Placed,Computer Science
1051,8.0,2,3,2,90,4.8,Yes,Yes,78,87,Placed,Computer Science
1052,7.5,1,1,1,64,3.3,No,No,68,58,NotPlaced,Computer Science
1053,8.7,0,1,2,90,4.5,Yes,Yes,76,87,Placed,Business Administration
1054,8.3,1,2,1,71,3.9,No,No,55,66,NotPlaced,Computer Science
1055,8.0,2,3,2,90,4.3,Yes,Yes,72,84,Placed,Biotechnology
1056,7.7,0,2,0,73,4.2,Yes,Yes,82,87,Placed,Business Administration
1057,7.8,1,1,1,72,4.3,No,Yes,62,70,NotPlaced,Computer Science
1058,8.5,2,3,2,89,4.8,Yes,Yes,74,83,Placed,Computer Science
1059,7.5,1,1,0,77,3.9,No,Yes,55,69,NotPlaced,Computer Science
1060,8.2,1,2,3,82,4.6,Yes,Yes,74,83,NotPlaced,Electrical Engineering
1061,8.7,2,3,2,90,4.8,Yes,Yes,79,85,Placed,Computer Science
1062,7.5,1,1,2,75,3.5,No,Yes,69,67,NotPlaced,Business Administration
1063,7.6,0,2,2,67,4.0,No,Yes,76,67,NotPlaced,Civil Engineering
1064,6.5,1,1,0,80,3.8,No,No,61,65,Placed,Electrical Engineering
1065,7.7,1,1,1,77,4.1,Yes,Yes,74,61,NotPlaced,Business Administration
1066,8.6,0,3,2,73,4.2,Yes,No,73,85,Placed,Mechanical Engineering
1067,6.5,0,1,1,82,4.5,No,No,55,71,NotPlaced,Mechanical Engineering
1068,7.6,2,2,2,67,4.7,Yes,No,57,66,NotPlaced,Mechanical Engineering
1069,7.5,2,1,2,80,4.0,No,No,76,75,NotPlaced,Computer Science
1070,6.5,1,1,1,70,3.8,No,No,55,62,NotPlaced,Computer Science
1071,7.6,1,2,0,82,4.0,No,No,59,68,NotPlaced,Computer Science
1072,7.9,0,3,1,86,4.6,Yes,No,77,80,Placed,Computer Science
1073,6.5,1,1,1,77,3.9,No,Yes,55,70,NotPlaced,Computer Science
1074,8.3,2,3,2,90,4.7,Yes,Yes,82,83,NotPlaced,Civil Engineering
1075,8.1,2,3,2,90,4.8,Yes,Yes,80,88,Placed,Electrical Engineering
